@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
40082,1231294415,0,21629,30537,text,non-multipart,21,0.25405519,0.05624605,7.54031594,non-spam
40061,1231297053,3,22230,30872,text,non-multipart,8,0.09618467,0.08512344,16.16753557,non-spam
41164,1231297689,10,21886,30485,text,multipart_text,3,0.10602410,0.13734940,10.16620281,spam
41039,1231318256,4,20236,30495,text,multipart_text,2,0.03262347,0.12369733,11.63027714,spam
41397,1231324026,0,22285,30338,text,multipart_text,2,0.02823529,0.15529412,14.12331935,spam
40331,1231326096,4,22364,30177,text,multipart_text,2,0.02594995,0.11306766,11.79816550,spam
41037,1231340400,13,20118,30167,text,multipart_text,1,0.01207243,0.15593561,15.45106033,spam
41903,1231340400,8,22382,30886,text,non-multipart,28,0.09412981,0.05234306,45.83317001,non-spam
40054,1231340400,0,20821,30449,text,non-multipart,5,0.09296686,0.13945028,8.15138568,non-spam
41288,1231340400,12,21589,30291,text,multipart_text,2,0.03271240,0.12403453,11.63027714,spam
41861,1231340400,14,21184,31260,text,non-multipart,19,0.08898046,0.08470696,34.79283446,non-spam
40015,1231378200,4,22382,31295,HTML,multipart_text,267,0.27067796,0.00245001,7.53008506,non-spam
40042,1231384432,0,20252,30214,HTML,multipart_text,125,0.11858365,0.04740542,64.67100466,non-spam
41928,1231384535,12,20196,30106,text,non-multipart,16,0.03780470,0.05736389,31.04868488,non-spam
40360,1231391610,0,20084,30192,text,multipart_text,6,0.01775673,0.06510802,37.02469523,spam
41250,1231395037,4,21932,30205,text,multipart_text,3,0.03576751,0.06527571,7.98283094,spam
40519,1231407301,12,22370,30056,text,multipart_text,6,0.03406940,0.14006309,39.66610482,spam
40363,1231412554,0,20512,30270,text,multipart_text,3,0.01821494,0.11353977,30.65293403,spam
41154,1231417103,12,21931,30376,text,multipart_text,6,0.03404792,0.13997478,39.66610482,spam
40082,1231426800,4,20968,30540,text,non-multipart,6,0.08225482,0.08800690,8.58061228,non-spam
40050,1231426800,0,20822,30449,text,non-multipart,5,0.09704641,0.12278481,7.49872604,non-spam
41865,1231426800,14,22382,30707,text,non-multipart,7,0.03460700,0.11491419,36.86535220,non-spam
41868,1231426800,3,21017,30880,text,non-multipart,4,0.05649577,0.13290194,14.64858296,non-spam
41140,1231466495,3,22157,30518,text,multipart_text,3,0.04392679,0.07088186,8.90051350,spam
41620,1231475469,0,22285,30169,text,multipart_text,2,0.02826380,0.15545087,14.12331935,spam
41196,1231475569,0,21820,30499,text,multipart_text,4,0.02480803,0.09657413,38.69542550,spam
40836,1231480433,10,20581,30559,text,multipart_text,3,0.04932735,0.10650224,12.98153738,spam
40340,1231483159,0,21912,30470,text,multipart_text,4,0.02997341,0.07686730,10.35239701,spam
41524,1231485939,8,21668,30289,text,multipart_text,2,0.02919162,0.18188623,15.44866920,spam
41262,1231488074,6,22293,30624,text,multipart_text,3,0.04943820,0.10674157,12.98153738,spam
40054,1231513200,0,22147,30448,text,non-multipart,5,0.10662958,0.11404729,7.88091412,non-spam
40627,1231513200,0,20566,30191,text,multipart_text,2,0.04708520,0.16984305,16.77249030,spam
40332,1231513200,0,20111,30088,text,multipart_text,3,0.08213820,0.12320730,10.66140096,spam
40844,1231513200,4,20492,30102,text,multipart_text,2,0.02927928,0.18243243,15.44866920,spam
40140,1231551129,3,20408,31275,text,non-multipart,3,0.08215962,0.20657277,9.20516640,spam
40053,1231561177,0,20825,30449,text,non-multipart,5,0.09603340,0.12400835,7.49088628,non-spam
40276,1231599600,3,20414,31275,text,non-multipart,2,0.08126411,0.25733634,7.17858963,spam
40474,1231631782,3,20414,31275,text,non-multipart,2,0.08126411,0.25733634,7.17858963,spam
41882,1231632611,0,20343,30535,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
40313,1231636369,0,20117,30558,text,multipart_text,5,0.11121409,0.13067655,11.89682882,spam
40491,1231640843,3,20414,30853,text,non-multipart,2,0.07918552,0.25791855,7.17858963,spam
41278,1231674991,0,21837,30263,text,multipart_text,4,0.01862445,0.10735666,26.97463839,spam
41512,1231686000,10,21666,30103,text,multipart_text,1,0.01186492,0.12321266,13.12375054,spam
41741,1231686000,0,21506,30472,text,multipart_text,3,0.02596934,0.07844905,21.54929246,spam
41645,1231737939,4,21357,30335,text,multipart_text,4,0.05353728,0.13766730,15.20324566,spam
41830,1231771865,15,22075,30824,text,non-multipart,8,0.10691602,0.10056457,8.43753675,non-spam
41862,1231772400,14,21141,30707,text,non-multipart,6,0.02795974,0.09682058,30.94743444,non-spam
41858,1231772400,12,21908,30290,HTML,non-multipart,10,0.01454219,0.00015389,0.13719572,non-spam
41929,1231772400,12,20187,30106,text,non-multipart,13,0.03942007,0.06311002,23.05280075,non-spam
40490,1231783369,3,20407,30984,text,non-multipart,3,0.08597986,0.20449264,9.20516640,spam
41843,1231822344,0,20344,30529,text,non-multipart,10,0.14430974,0.10852562,15.05037043,non-spam
40341,1231836191,0,20444,30078,text,multipart_text,2,0.02879770,0.14902808,13.51965819,spam
41616,1231842760,4,21496,30295,text,multipart_text,2,0.02653964,0.15923784,13.71369213,spam
41621,1231852979,4,21680,30268,text,multipart_text,2,0.01965188,0.06316676,10.08627651,spam
41901,1231858800,11,21393,30394,text,non-multipart,24,0.09780886,0.09510490,33.01015248,non-spam
41024,1231858800,3,20601,30338,text,multipart_text,2,0.01764836,0.11052283,18.58610011,spam
40434,1231858800,0,20108,30676,text,multipart_text,2,0.04257476,0.13228586,9.69820862,spam
40003,1231858800,15,20314,30427,HTML,multipart_text,10,0.07480100,0.00000000,0.00000000,non-spam
40054,1231868495,0,20789,30449,text,non-multipart,5,0.09441708,0.11576355,7.26941319,non-spam
41902,1231894716,19,21035,30363,text,non-multipart,12,0.11879433,0.09498480,14.48786798,non-spam
41860,1231898487,14,21180,30707,text,non-multipart,6,0.03076627,0.11652726,36.86535220,non-spam
40029,1231898512,4,22382,31295,HTML,multipart_text,269,0.27022159,0.00227515,6.81274744,non-spam
41743,1231902546,0,21950,30120,text,multipart_text,2,0.01956947,0.14677104,22.30214417,spam
40082,1231903800,0,20057,30537,text,non-multipart,26,0.28004493,0.05391239,7.73587864,non-spam
40060,1231916542,3,20008,30872,text,non-multipart,12,0.10555556,0.06111111,17.41993650,non-spam
41855,1231917503,12,20946,30290,HTML,non-multipart,171,0.41244392,0.01697594,20.39727960,non-spam
41148,1231923925,4,22333,30274,text,multipart_text,4,0.02471751,0.10487288,17.44780683,spam
41021,1231930921,0,22369,30651,text,multipart_text,3,0.03574620,0.06523682,7.98283094,spam
40280,1231932944,3,20414,31275,text,non-multipart,2,0.08126411,0.25733634,7.17858963,spam
40049,1231941232,0,20825,30449,text,non-multipart,5,0.09603340,0.12400835,7.49088628,non-spam
40355,1231945060,0,20001,30738,text,non-multipart,0,0.09603340,0.12400835,0.00000000,spam
41862,1231945200,14,21403,31260,text,non-multipart,20,0.08313908,0.07840644,34.99862804,non-spam
40090,1231975599,0,20308,30446,text,non-multipart,5,0.03975132,0.05934439,6.78922818,non-spam
40626,1231988776,0,20599,30461,text,multipart_text,2,0.02020688,0.06278566,10.10673827,spam
40628,1231996118,4,20317,30331,text,multipart_text,2,0.02823529,0.15529412,14.12331935,spam
40862,1231996326,0,20503,30098,text,multipart_text,2,0.01988361,0.12584869,21.54756772,spam
41903,1231996581,8,22382,30886,text,non-multipart,28,0.09581965,0.05156086,43.26173023,non-spam
41424,1232009938,4,22225,30404,text,multipart_text,6,0.05272408,0.08963093,10.71737682,spam
41859,1232031600,14,21136,30707,text,non-multipart,8,0.04650238,0.09479332,26.07698640,non-spam
41857,1232057270,12,22382,30290,HTML,non-multipart,48,0.28669432,0.06509253,26.05934695,non-spam
41936,1232069400,14,20445,30398,text,non-multipart,2,0.05736715,0.15579710,7.37133001,non-spam
40032,1232077799,10,20139,30038,text,multipart_text,91,0.33123675,0.05086484,23.29234448,non-spam
40693,1232081564,0,20137,30497,text,multipart_text,2,0.01896633,0.18065434,25.41472306,spam
40044,1232086785,0,22141,30448,text,non-multipart,5,0.10594196,0.11469369,7.93579240,non-spam
41854,1232089274,12,21467,30290,HTML,non-multipart,61,0.36084466,0.03374508,12.79840069,non-spam
41772,1232093069,4,21890,30163,text,multipart_text,1,0.01457944,0.13682243,16.42624750,spam
41534,1232146362,6,21886,30503,text,multipart_text,3,0.10696921,0.13857374,10.16620281,spam
41771,1232157040,0,21472,30471,text,multipart_text,1,0.04007634,0.11736641,4.98412450,spam
40624,1232157820,4,20582,30337,text,multipart_text,3,0.02357049,0.10672196,22.20238329,spam
40337,1232164990,3,20508,30492,text,multipart_text,3,0.04392679,0.07088186,8.90051350,spam
41394,1232176410,4,21837,30580,text,multipart_text,4,0.01864926,0.10749967,26.97463839,spam
40048,1232204400,0,20866,30449,text,non-multipart,5,0.09539610,0.12318540,7.49088628,non-spam
41296,1232204400,8,22157,30463,text,multipart_text,3,0.04400000,0.07100000,8.90051350,spam
41430,1232204400,0,22311,30245,text,multipart_text,2,0.03728362,0.15845539,13.82168476,spam
40307,1232209266,4,20581,30460,text,multipart_text,3,0.04941969,0.10670161,12.98153738,spam
41045,1232241426,0,20110,30334,text,multipart_text,1,0.00922554,0.12235980,16.63921446,spam
40830,1232253406,0,20519,30076,text,multipart_text,4,0.05345552,0.13745704,15.20324566,spam
41197,1232278748,4,22112,30347,text,multipart_text,1,0.00922106,0.12230041,16.63921446,spam
41431,1232290800,4,21949,30527,text,multipart_text,2,0.02049530,0.14688301,22.23354631,spam
40053,1232290800,0,20859,30449,text,non-multipart,5,0.09441708,0.11576355,7.26941319,non-spam
41040,1232300397,4,20078,30365,text,multipart_text,2,0.02052452,0.14709236,22.23354631,spam
41284,1232325986,0,22293,30255,text,multipart_text,3,0.04936425,0.10658190,12.98153738,spam
41928,1232327173,12,20189,30106,text,non-multipart,11,0.03112743,0.07260285,29.74881424,non-spam
40330,1232334943,9,20596,30347,text,multipart_text,3,0.02173476,0.11350372,30.25506644,spam
40084,1232341833,9,20225,30526,text,non-multipart,9,0.08945908,0.00000000,0.00000000,non-spam
41830,1232356838,15,22076,30824,text,non-multipart,8,0.10729462,0.09985836,8.38265846,non-spam
41903,1232361160,8,22382,30886,text,non-multipart,25,0.08501702,0.05125839,39.33793266,non-spam
41156,1232376696,13,21553,30241,text,multipart_text,2,0.02588598,0.11278891,11.79816550,spam
40090,1232377200,0,21754,30446,text,non-multipart,9,0.09128429,0.11143481,14.46521109,non-spam
40052,1232387529,0,21832,30448,text,non-multipart,4,0.08401826,0.15890411,11.35980557,non-spam
40094,1232415000,12,21102,30611,text,non-multipart,5,0.08811700,0.15795247,14.99592333,non-spam
41781,1232421753,0,21402,30251,text,multipart_text,2,0.06902816,0.15258856,7.39528047,spam
41854,1232424568,12,20303,30290,HTML,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41248,1232429689,0,22307,30116,text,multipart_text,1,0.02407002,0.06400438,5.59452785,spam
40362,1232432197,0,21784,30408,text,multipart_text,2,0.06966086,0.15398717,7.39528047,spam
41883,1232447023,0,21129,30535,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41410,1232449994,0,21869,30326,text,multipart_text,2,0.02737940,0.11440678,12.42644349,spam
40997,1232450747,0,20486,30492,text,multipart_text,2,0.08294062,0.08765316,5.98737799,spam
40361,1232463353,0,22378,30480,text,multipart_text,1,0.02579769,0.14460285,9.49174866,spam
40498,1232463600,0,22376,30206,text,multipart_text,6,0.05275057,0.08967596,10.71737682,spam
40510,1232463600,6,20106,30177,text,multipart_text,1,0.02409639,0.06407448,5.59452785,spam
41133,1232463600,0,21478,30355,text,multipart_text,1,0.00890019,0.10489510,25.28713104,spam
40016,1232463600,4,22382,31295,HTML,multipart_text,271,0.26671688,0.00347665,10.23915174,non-spam
40058,1232463600,0,20827,30449,text,non-multipart,5,0.08692366,0.10544218,7.72999882,non-spam
41853,1232465923,12,20050,30290,HTML,non-multipart,65,0.33371801,0.03299165,11.83019090,non-spam
41827,1232478142,26,20665,30854,text,non-multipart,13,0.10242921,0.12811388,21.40841206,non-spam
41599,1232498322,8,21653,30413,text,multipart_text,2,0.08365019,0.08840304,5.98737799,spam
40691,1232507685,3,20448,30081,text,multipart_text,4,0.06530612,0.14013605,13.69691506,spam
41903,1232531302,8,22382,30886,text,non-multipart,27,0.09011365,0.04997665,40.46685743,non-spam
40002,1232534996,15,20314,30427,HTML,multipart_text,10,0.07480100,0.00000000,0.00000000,non-spam
41904,1232536771,0,21566,30001,HTML,multipart_text,10,0.06196868,0.00536913,0.31751009,non-spam
40044,1232573811,0,20690,30448,text,non-multipart,4,0.08707998,0.14481779,10.74634471,non-spam
41611,1232587800,0,21903,30670,text,multipart_text,2,0.03569911,0.10964726,14.33213124,spam
40039,1232590163,0,20253,30214,HTML,multipart_text,193,0.13364830,0.02817310,50.49084709,non-spam
40456,1232591809,9,20454,30818,text,multipart_text,0,0.00000000,0.00000000,0.00000000,spam
41138,1232594531,0,22009,30551,text,multipart_text,2,0.03619048,0.09285714,5.82493826,spam
41110,1232602287,12,20582,30416,text,multipart_text,3,0.02353967,0.10658239,22.20238329,spam
41903,1232615255,8,22382,30886,text,non-multipart,24,0.11647792,0.05867103,31.81960723,non-spam
40033,1232636400,10,20140,30038,text,multipart_text,74,0.29977255,0.05049280,19.54298146,non-spam
40067,1232636400,9,21111,30956,text,non-multipart,4,0.02496715,0.10775296,13.37266277,non-spam
40102,1232659490,10,21602,30423,text,non-multipart,7,0.08902781,0.11575771,17.72415821,non-spam
41261,1232674200,6,21466,30574,text,multipart_text,3,0.08171206,0.12256809,10.66140096,spam
41733,1232697897,0,21506,30120,text,multipart_text,3,0.02386549,0.07864762,21.54929246,spam
41878,1232699344,0,20731,30876,HTML,multipart_text,25,0.20541761,0.02996974,16.83520834,non-spam
40695,1232704739,4,20236,30165,text,multipart_text,2,0.03253502,0.12336195,11.63027714,spam
41768,1232704869,0,22104,30258,text,multipart_text,2,0.04735062,0.17080045,16.77249030,spam
40507,1232712986,8,21829,30457,text,multipart_text,3,0.02386549,0.07864762,21.54929246,spam
40506,1232718720,12,20613,30190,text,multipart_text,3,0.04607509,0.11134812,7.82015601,spam
40058,1232722800,0,22140,30448,text,non-multipart,5,0.10263275,0.11244980,7.99459057,non-spam
41018,1232722800,6,20250,30174,text,multipart_text,1,0.02670415,0.08222066,3.85715966,spam
40321,1232739287,10,22370,30360,text,multipart_text,6,0.03402111,0.13986455,39.66610482,spam
41257,1232746394,4,21839,30224,text,multipart_text,2,0.04244568,0.13188479,9.69820862,spam
41761,1232775144,4,22102,30515,text,multipart_text,1,0.01019108,0.12152866,24.70698914,spam
41390,1232809200,0,22054,30409,text,multipart_text,1,0.01944729,0.16120778,8.42424836,spam
41252,1232809200,0,21549,30660,text,multipart_text,2,0.05197874,0.21972829,16.60460194,spam
40505,1232809200,0,22362,30322,text,multipart_text,2,0.05197874,0.21972829,16.60460194,spam
40055,1232809200,0,20823,30449,text,non-multipart,4,0.09163347,0.13446215,7.19493552,non-spam
41167,1232812430,4,21589,30388,text,multipart_text,2,0.03256445,0.12347354,11.63027714,spam
41531,1232817857,0,21582,30665,text,multipart_text,2,0.01893939,0.18039773,25.41472306,spam
40311,1232827255,12,20574,30074,text,multipart_text,2,0.01593625,0.11553785,19.27991847,spam
41603,1232845998,14,21788,30459,text,multipart_text,3,0.04226705,0.15273775,27.76316099,spam
40047,1232874599,0,20690,30448,text,non-multipart,4,0.08707998,0.14481779,10.74634471,non-spam
40101,1232895600,10,22068,30423,text,non-multipart,6,0.07042254,0.10749793,15.70303007,non-spam
41170,1232895600,4,22249,30240,text,multipart_text,2,0.01766784,0.11064488,18.58610011,spam
40826,1232917777,0,21785,30189,text,multipart_text,1,0.03969754,0.11625709,4.98412450,spam
40302,1232951130,4,20353,30206,text,multipart_text,3,0.10645161,0.13790323,10.16620281,spam
40158,1232953513,10,20515,30052,text,multipart_text,3,0.04774536,0.20159151,18.04186429,spam
40151,1232955672,4,22116,30353,text,multipart_text,1,0.03209459,0.15962838,6.83516914,spam
41830,1232965631,15,22077,30824,text,non-multipart,8,0.10646521,0.10224877,8.78640586,non-spam
41398,1232982000,4,22015,30349,text,multipart_text,2,0.01948504,0.06054280,10.10673827,spam
40694,1232982000,0,20088,30017,text,multipart_text,4,0.09718388,0.11264495,9.61154012,spam
41903,1232982000,8,22382,30886,text,non-multipart,25,0.08661826,0.05086229,37.70334366,non-spam
40053,1232992471,0,21833,30448,text,non-multipart,4,0.08401826,0.15890411,11.35980557,non-spam
40059,1232998075,3,22319,30872,text,non-multipart,11,0.10965373,0.06374607,13.74897103,non-spam
41852,1233014191,12,20949,30290,HTML,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41597,1233019800,0,21932,30237,text,multipart_text,3,0.03565062,0.06506239,7.98283094,spam
41153,1233025431,4,22015,30015,text,multipart_text,2,0.01949408,0.06057090,10.10673827,spam
41746,1233053066,4,21668,30063,text,multipart_text,2,0.02922443,0.18209067,15.44866920,spam
41901,1233058957,11,21382,30394,text,non-multipart,22,0.08216861,0.11136829,41.99560974,non-spam
41825,1233068400,0,20001,30857,text,non-multipart,7,0.10563747,0.10667823,19.13292305,non-spam
41176,1233068400,0,22249,30091,text,multipart_text,2,0.01764446,0.11049846,18.58610011,spam
40054,1233068400,0,20826,30449,text,non-multipart,5,0.08973859,0.11119782,7.35761044,non-spam
41902,1233077211,19,22382,30363,text,non-multipart,19,0.05896731,0.09372136,36.67829564,non-spam
41738,1233100158,0,21886,30573,text,multipart_text,3,0.10593900,0.13723917,10.16620281,spam
40060,1233105065,3,20007,30872,text,non-multipart,12,0.11198428,0.06704322,16.27729215,non-spam
40082,1233114654,0,21982,30537,text,non-multipart,28,0.27119785,0.05148048,7.84955509,non-spam
40524,1233134147,12,20492,30332,text,multipart_text,2,0.02927928,0.18243243,15.44866920,spam
40078,1233135636,19,21710,30887,text,non-multipart,43,0.19425560,0.04331220,14.59174474,non-spam
41842,1233140986,0,20157,30534,text,non-multipart,12,0.16422824,0.12125091,17.88487319,non-spam
41399,1233145535,0,22157,30483,text,multipart_text,3,0.04395604,0.07092907,8.90051350,spam
40090,1233150992,0,21132,30446,text,non-multipart,11,0.09501013,0.05192414,7.18513582,non-spam
40501,1233153045,11,20350,30156,text,multipart_text,1,0.02746893,0.11576194,6.39920034,spam
41862,1233154800,14,20032,31260,text,non-multipart,21,0.09153435,0.09021731,39.34859472,non-spam
40052,1233154800,0,20820,30449,text,non-multipart,5,0.08863198,0.10982659,7.39680922,non-spam
41635,1233196909,11,22285,30585,text,multipart_text,2,0.02817846,0.15498155,14.12331935,spam
40041,1233198535,0,20254,30214,HTML,multipart_text,107,0.11097561,0.04483258,55.29073733,non-spam
41523,1233199870,0,21960,30009,text,multipart_text,3,0.04617358,0.11158615,7.82015601,spam
41903,1233208959,8,22382,30886,text,non-multipart,19,0.12251878,0.06541257,26.20438242,non-spam
40090,1233215382,0,20166,30446,text,non-multipart,6,0.05548795,0.11462643,13.22848967,non-spam
40021,1233241136,10,20141,30038,text,multipart_text,78,0.30281330,0.04537815,18.84720317,non-spam
40044,1233241200,0,20823,30449,text,non-multipart,5,0.09816475,0.13572343,8.17490494,non-spam
40052,1233279000,0,22127,30448,text,non-multipart,4,0.08876025,0.14037627,8.91576183,non-spam
41858,1233295438,12,21122,30290,HTML,non-multipart,52,0.34602510,0.03263598,10.56015052,non-spam
41391,1233302717,0,21931,30571,text,multipart_text,6,0.03446075,0.13880026,38.09031398,spam
40162,1233311711,4,20369,30408,text,multipart_text,2,0.02066929,0.06422244,10.10673827,spam
41623,1233314933,0,21357,30643,text,multipart_text,4,0.05355777,0.13771997,15.20324566,spam
